customer_id,Industry Label (SIC),display_name,keywords
65448c157188355fe20a0d05 ,Accommodation & Food Services,Tina criuz cakes and event ,"[ ""Cakes in Awka "", ""Catering school in Awka "", ""Bakers in Awka "", ""Food tray delivery in Awka "", ""Best cakes in Awka "", ""Best cakes in Anambra "", ""Small chops in Awka "", ""Wedding cakes in Anambra "", ""Traditional marriage cakes in Anambra "", ""Cakes in nnewi "", ""Cake vendors in Onitsha "", ""Best cakes in Onitsha "", ""Catering  "
6544e90916ada1549959e844 ,Wholesale & Retail Trade,Rosy online Global shopping store ,"[ ""Fashion "", ""Wigs "", ""Beauty "", ""Electronics "", ""Personal care products "", ""Trending Sneakers shoes "", ""Vitamin and supplements "", ""Frangrance "", ""Beauty products "", ""Electronics near me "", ""Mobile phone and power banks near me "", ""Fashion "", ""Wigs "", ""Beauty "", ""Electronics "", ""Personal care products "", ""Trending Sneakers shoes "" "
6550cefb672d601cf44ac495 ,Wholesale & Retail Trade,Kinz cosmetics ,"[ ""Skincare shop "", ""Cosmetics shop "", ""Skincare products "", ""Organic beauty products "", ""Natural skincare products "", ""Luxury beauty products "", ""Holistic skincare solutions "", ""Online cosmetics shop "", ""Affordable skin care products "", ""Dermatologist approved skincare "", ""Health care serum "", ""Skin care serums "", ""Wash ge "
6552fb109b8dbd631a32e6f7 ,Information & Communication,Selar.co ,"[ ""Massive business building techniques "", ""Massive Business growth course "", ""Fast and Rapid business development "", ""Affiliate marketing "", ""Make money online "", ""Earn passive income "", ""Work from home "", ""Online marketing "", ""Affiliate networks "", ""Affiliate programs "", ""Massive business building techniques "", ""Massive "
655553543ce77d3a7d5c6e94 ,Information & Communication,Web-Density ,"[ ""Web developer "", ""Professional Web Design "", ""Custom Website Development "", ""Responsive Web Design "", ""Creative Web Solutions "", ""Ecommerce Website Design "", ""Affordable Web Design "", ""Modern Website Layouts "", ""Customized UXUI Design "", ""WordPress Website Design "", ""Website Redesign "", ""Small Business Website Design "", "
6555e375b3634d31a642d449 ,Wholesale & Retail Trade,Clara_etsy ,"[ ""Etsy print on demand store "", ""Shopify print on demand store "", ""Shopify dropshipping setup "", ""Hire Shopify expert "", ""Design Shopify store "", ""Etsy pod "", ""Shopify pod "", ""Hire Etsy expert "", ""Etsy service "", ""Shopify service "", ""Ecommerce website optimisations "", ""Print on demand "", ""Shopify expert "", ""Etsy expert "", ""Ets "
6556216aa8976b0cd80cf5b3 ,Transport & Storage,Esson Logistics ,"[ ""Ecommerce Logistics "", ""Ecommerce delivery "", ""Logistics for business "", ""Dispatch delivery for business "", ""Logistics "", ""Shipping "", ""Transportation "", ""Supply Chain Management "", ""Delivery "", ""Courier "", ""SameDay delivery "", ""Dispatch bike delivery "", ""Ecommerce Logistics "", ""Ecommerce delivery "", ""Logistics for business "" "
6557382b51a8e539a23a3f50 ,Professional Services,Aziza Nigeria ,"[ ""NUPRC DPR Permit "", ""Nogic jqs registration "", ""NCDMB registration "", ""Oil and Gas Consultancy "", ""Company registration Nigeria "", ""Company formation Nigeria "", ""Start a business Nigeria "", ""Oil and gas permit "", ""NUPRC DPR Permit "", ""Nogic jqs registration "", ""NCDMB registration "", ""Oil and Gas Consultancy "", ""Company r "
655f30f2931d1355b376dc53 ,Manufacturing,Blueline Raudah Industry ,"[ ""Blueline raudah "", ""Temperature Transmitter "", ""Mark VI Control Card "", ""Proximity Sensor "", ""7NG31301AB12ZY23 "", ""204450000002 "", ""IQS450 Proximity Sensor "", ""Mark VI Control Card VPRO "", ""SIEMENS SITRANS TF320420 7NG035 "", ""SITRANS TF320420 7NG035 "", ""7NG31301AB12ZY23 Temperature Transmitter "", ""Blueline raudah "", ""Tem "
655f78decc4b383e9b3d86a3 ,Professional Services,igwt branding services ,"[ ""Website design "", ""Domain registration "", ""Hosting services "", ""Email management "", ""Branding services "", ""Logo design "", ""Website design "", ""Domain registration "", ""Hosting services "", ""Email management "", ""Branding services "", ""Logo design ""] "
655fb763aa3dfc5bef50d1dc ,Wholesale & Retail Trade,Garland gym equipment ,"[ ""Gym equipment "", ""Fitness equipment "", ""Gym gear "", ""Exercise machines "", ""Cardio equipment "", ""Strength training "", ""Workout accessories "", ""Weightlifting gear "", ""Home gym supplies "", ""Exercise tools "", ""Fitness Machine "", ""Aerobic exercise tools "", ""Gym equipment "", ""Fitness equipment "", ""Gym gear "", ""Exercise machines "", ""Ca "
65649031bf0a2362d174aad3 ,Information & Communication,Campusdata ,"[ ""Cheap Data "", ""Airtime "", ""Cable "", ""Token "", ""Data "", ""Mobile airtime "", ""Prepaid mobile services "", ""Airtime vouchers "", ""Data recharges "", ""Internet bundles "", ""Airtime to cash "", ""Cheap Data "", ""Airtime "", ""Cable "", ""Token "", ""Data "", ""Mobile airtime "", ""Prepaid mobile services "", ""Airtime vouchers "", ""Data recharges "", ""Internet bu "
6564959356b4060aa1243575 ,Arts & Entertainment,Disney Official Studios ,"[ ""Money making skill "", ""Money "", ""Make money "", ""Graphic Design "", ""Freelance opportunities "", ""Income generation "", ""Cartoon Animation "", ""Latest "", ""Professional "", ""Skill "", ""Cartoon "", ""Design "", ""Course "", ""Money making skill "", ""Money "", ""Make money "", ""Graphic Design "", ""Freelance opportunities "", ""Income generation "", ""Cartoon  "
65656127d85c8a247a73e3e4 ,Health & Social Work,Double root coffee ,"[ ""Double root coffee "", ""Sexual performance "", ""Low Libido "", ""Erectile dysfunction "", ""Boost Fertility "", ""Sexual desire "", ""Stamina and performance "", ""Herbal ED pills "", ""Sexual wellness products "", ""Natural remedies for impotence "", ""Male enhancement products "", ""Erectile dysfunction solutions "", ""Performance enhancers "
65657c55f0f4827911427d34 ,Education,SkillBoost Limited ,"[ ""Data analytics training in Port Harcourt "", ""Best data science institute in Port Harcourt "", ""Jobready data analytics skills "", ""Data analyst certification "", ""Analytics certification Port Harcourt "", ""Beginner data analytics training "", ""Best data analysis institute in Port Harcourt "", ""Website Design "", ""Websit "
6567b2cd619a1c41876150de ,Administrative Services,Coolstuff49ja ,"[ ""Bicycle delivery jobs Lagos Glovo Chowdeck "", ""Bicycles riders in Lagos "", ""Delivery boy work "", ""Secondary school leaver job "", ""Daily work in Lagos "", ""Factory work in Lagos "", ""Bicycle delivery jobs Lagos Glovo Chowdeck "", ""Bicycles riders in Lagos "", ""Delivery boy work "", ""Secondary school leaver job "", ""Daily wo "
6567da8bc9b7fb7f2c389fe1 ,Wholesale & Retail Trade,Enitz Global Concept ,"[ ""Household goods wholesalers in Nigeria "", ""Fashion accessories store "", ""Home improvements store "", ""Gift shop "", ""Sourvenir store "", ""Wholesale varieties store "", ""Kitchen supplies "", ""Kitchen utensils store "", ""Make money online "", ""Legit online business "", ""Profitable business ideas "", ""Wholesale shop "", ""Wholesaler "", "
656b647187fda47648475408 ,Financial & Insurance Services,Wireless Pay Technology Limited ,"[ ""Wirelesspay "", ""Wireless Pay "", ""POS in Nigeria "", ""Moniepoint "", ""Swwipe "", ""Squad "", ""Payment gateway "", ""Bank payment API "", ""Open Business account "", ""Personal account "", ""Virtual account API integration "", ""Wirelesspay "", ""Wireless Pay "", ""POS in Nigeria "", ""Moniepoint "", ""Swwipe "", ""Squad "", ""Payment gateway "", ""Bank payment A "
656cd99ee9cd0a203056b247 ,Professional Services,Afriquest Solutions ,"[ ""Business Opportunities "", ""B2B Solutions "", ""B2C Solutions "", ""Imports and Exports "", ""Social Media Management "", ""Visa Procurement "", ""Travel Management "", ""Corporate Events "", ""Marketing Communications "", ""Sales and Marketing "", ""Retirement Havens "", ""Real Estate "", ""Consultancy Services "", ""African Diaspora "", ""Business O "
6572bee3aa75c5226f4459cb ,Education,SkillBoost Limited ,"[ ""Web Development Bootcamp "", ""Web Development Training in Port Harcourt "", ""FrontEnd Developer Tools "", ""Website Development "", ""IT Training in Port Harcourt "", ""UIUX Design Training in Port Harcourt "", ""FrontEnd Development Certification "", ""Tech Skills in Port Harcourt "", ""Website Design Agency in Port Harcourt "" "
6581a618e617030711016764 ,Education,NULL,"[ ""How to make money online "", ""How to make money "", ""Books to make money "", ""Where can I learn to make money online "", ""Making money online "", ""Make money today "", ""Passive income strategies "", ""Make money with ebooks "", ""Moneymaking secrets "", ""Online business coaching "", ""Learn to make money online "", ""Internet moneyma "
65829750b5cc6f6433548124 ,Information & Communication,MTN Thryve ,"[ ""Meta Ads "", ""Facebook Ads "", ""Bundles "", ""MTN Bundles "", ""Airtime balance "", ""Data bundles "", ""Cheap data bundles "", ""Business "", ""SME "", ""Small business "", ""Online businesses "", ""Digital marketing "", ""Marketing "", ""Online marketing "", ""Facebook advertising "", ""Instagram ads "", ""Website "", ""Free website "", ""Web "", ""Ecommerce "", ""Leads "", "
6584129a30452d33982f06f8 ,Information & Communication,KLM CYBER CAFE ,"[ ""Internet and cafe services "", ""Online cyber cafe "", ""Cyber Cafe near me "", ""Internet access services "", ""Remote work solutions "", ""Online printing services "", ""Internet browsing center "", ""Virtual study space "", ""Printing "", ""Photocopying "", ""Laminating "", ""Printing shop near me "", ""Computer cyber "", ""Computer services "", ""I "
65841f4388dfa52db719dd04 ,Arts & Entertainment,Cre8Steve Designs ,"[ ""Canva "", ""Canva Templates "", ""Social Media Templates "", ""Social Media Post for Business Coaches "", ""Business Coach "", ""Getting Clients Online "", ""How to boost my social media "", ""Getting Coaching Clients online "", ""2024 Canva Design Templates "", ""LinkedIn Carousel Template "", ""Instagram Post Ideas "", ""Coaching Template "
65841f8cd10a7e7f7b481508 ,Wholesale & Retail Trade,Saeedfatusee digital communication and business center ,"[ ""Durable Cables "", ""Original chargers "", ""Original Cables "", ""Phone Chargers "", ""Powerbanks "", ""Iphone chargers "", ""Samsung chargers "", ""Phone Accessories "", ""Phone store near "", ""Phone shop near me "", ""Durable Cables "", ""Original chargers "", ""Original Cables "", ""Phone Chargers "", ""Powerbanks "", ""Iphone chargers "", ""Samsung charg "
65842427557f8201503e7487 ,Information & Communication,NULL,"[ ""Airdrops "", ""Live Price Tracking "", ""Salaam Updates "", ""Price Shifts "", ""Crypto Notifications "", ""News Update "", ""Latest Headlines "", ""Latest Crypto Update "", ""Breaking News "", ""Social Media Headlines "", ""Airdrops "", ""Live Price Tracking "", ""Salaam Updates "", ""Price Shifts "", ""Crypto Notifications "", ""News Update "", ""Latest Head "
658429feb71e9618ab00a1a6 ,Professional Services,Yahcson plumbing work ,"[ ""Plumber near me "", ""Pipe Fitting "", ""Unblock drain "", ""Pipe Replacement "", ""247 Plumbing "", ""Leak Repairs "", ""Plumber Nigeria "", ""Plumbing "", ""Plumber near me "", ""Pipe Fitting "", ""Unblock drain "", ""Pipe Replacement "", ""247 Plumbing "", ""Leak Repairs "", ""Plumber Nigeria "", ""Plumbing ""] "
65842fb3c1ef40712a68c8c6 ,Wholesale & Retail Trade,Karucommunication ,"[ ""Grocery store "", ""Provision store near me "", ""Convenience store "", ""Daily needs store "", ""Essential items shop "", ""Mini mart "", ""Local provisions "", ""Neighborhood Market "", ""Local Grocery "", ""Staple goods shop "", ""Provision and Stores "", ""Grocery store "", ""Provision store near me "", ""Convenience store "", ""Daily needs store "", "
6584327c1b5e623b515d03da ,Information & Communication,Samry Computer Business Center and Cafe Ribah ,"[ ""Best computer Business Center and CAFE "", ""Computer Business Center "", ""ICT "", ""Cafe "", ""Photocopy "", ""Lamination "", ""Cyber cafe near me "", ""Photocopying services near me "", ""Printing Services near me "", ""Plastic ID "", ""Internet browsing "", ""Best computer Business Center and CAFE "", ""Computer Business Center "", ""ICT "", ""Cafe "
6584372b1ab6855a24115af3 ,Professional Services,Northwind Global Resources ,"[ ""Digital marketing "", ""Branding "", ""Social Media Marketing "", ""Strategic Marketing "", ""Online Marketing "", ""Digital Coaching "", ""Business Coach "", ""Search Engine Marketing "", ""SEO "", ""Digital marketing "", ""Branding "", ""Social Media Marketing "", ""Strategic Marketing "", ""Online Marketing "", ""Digital Coaching "", ""Business Coach "", "" "
6584395c2257ee29395166ab ,Information & Communication,MD Communication ,"[ ""Selling Data and Web Design "", ""Web Designers "", ""Web Design "", ""Web Designers Nigeria "", ""Web Development "", ""Graphic Design Nigeria "", ""Graphic Design "", ""Creative Design "", ""Designer "", ""Selling Data and Web Design "", ""Web Designers "", ""Web Design "", ""Web Designers Nigeria "", ""Web Development "", ""Graphic Design Nigeria "", "" "
6584395dbeaa42420e5a28a4 ,"Agriculture, Forestry & Fishing",440  s HOME of Poultry ,"[ ""Broiler chickens of all kind is available here "", ""Broiler chicken "", ""Broiler chicken Nigeria "", ""Farm Fresh "", ""Egg Farm "", ""Fresh Eggs "", ""Poultry Products "", ""Poultry Farm "", ""440 Poultry "", ""Fresh chickens near me "", ""Fresh fish near me "", ""Fishing farms near me "", ""Chicken farms near me "", ""Best Boiler chicken around "
65843fb84eea557953320cf4 ,Arts & Entertainment,Elguyik Computer ,"[ ""Elguyik Computer and and Graphic design "", ""Online branding "", ""Logo creation "", ""Computer graphics design "", ""Digital Design Expertise "", ""Custom graphic solutions "", ""Highquality digital designs "", ""Graphic design consultancy "", ""Graphic Design Services "", ""Logo design near me "", ""Best logo designers "", ""Best graphic "
65844312c19d8b686c52915e ,Information & Communication,Targumtamtnstore ,"[ ""Airtime "", ""Data "", ""Graphic design "", ""Network "", ""Floating "", ""Typing "", ""Assisted deposite "", ""Printing "", ""Mobile Data "", ""Aitime top up "", ""Graphic design school near me "", ""Airtime "", ""Data "", ""Graphic design "", ""Network "", ""Floating "", ""Typing "", ""Assisted deposite "", ""Printing "", ""Mobile Data "", ""Aitime top up "", ""Graphic design s "
65844ea8b69f5159d4579937 ,Financial & Insurance Services,Sanjimmy global investment company ,"[ ""POS Operator "", ""POS Machine Supplier "", ""POS Distributor "", ""POS Training "", ""Reliable POS Services "", ""Topquality POS Machines "", ""Point of Sale machine "", ""Payment Nigeria "", ""Payment systems near me "", ""Point of sale systems near me "", ""Payment system training near me "", ""The best POS training near me "", ""Best qualit "
65846608b7f60b5e21526f08 ,Wholesale & Retail Trade,Blitz Stitches ,"[ ""Senator design "", ""Fashion "", ""Ankara design "", ""Males fashion "", ""Males design "", ""Mens Ankara "", ""Male designs "", ""Shirts "", ""Mens shirts "", ""Senator design "", ""Fashion "", ""Ankara design "", ""Males fashion "", ""Males design "", ""Mens Ankara "", ""Male designs "", ""Shirts "", ""Mens shirts ""] "
658548c92bad0a706a79c234 ,Information & Communication,DeveHostings ,"[ ""Nigeria "", ""App Development "", ""Android Development "", ""IOS Development "", ""Mobile Application Development "", ""Flutterflow "", ""Flutter App "", ""Dart Programming Language "", ""Nigeria "", ""App Development "", ""Android Development "", ""IOS Development "", ""Mobile Application Development "", ""Flutterflow "", ""Flutter App "", ""Dart Program "
6585496596452f4428122bc8 ,"Agriculture, Forestry & Fishing",Rainbow foodz and Agro Allied Enterprise ,"[ ""Cassava "", ""Premium Rice "", ""Soya beans supplier "", ""AGRO allied services "", ""Food processing "", ""Local rice distribution "", ""Food manufacturing "", ""Staple food distribution "", ""Bulk food distribution "", ""Local food distribution "", ""Local food distribution services "", ""Food distribution companies near me "", ""Food process "
6585574aa0922c1cef1729b5 ,Wholesale & Retail Trade,KUNFU COUTURES ,"[ ""FILTEX "", ""LACE "", ""MATERIALS "", ""SHOES "", ""CAPS "", ""GETZNER "", ""GIZA "", ""SILVER DUST "", ""Fabrics "", ""Quality Materials "", ""FILTEX "", ""LACE "", ""MATERIALS "", ""SHOES "", ""CAPS "", ""GETZNER "", ""GIZA "", ""SILVER DUST "", ""Fabrics "", ""Quality Materials ""] "
6585574b2ab040163930ddb5 ,Wholesale & Retail Trade,Optima B SCENTS Maryam Mohammed Bokani ,"[ ""Perfumes in Abuja "", ""Best seller perfumes "", ""Wholesale price in Abuja "", ""Perfumes Abuja "", ""Scents Abuja "", ""Fragrance Abuja "", ""Yves Saint Laurent Black Opium "", ""CR7 Perfume "", ""James Bond Perfume "", ""Discounted Perfumes Abuja "", ""Women Perfume "", ""Fragrances "", ""Perfume shop "", ""Perfume shop near me "", ""Designer fragra "
6585577ea0922c1cef1729cd ,Education,King  s Enterprise ,"[ ""Design training "", ""Graphic design courses "", ""Graphic skills workshop "", ""Graphic design workshop "", ""Design education "", ""Graphic art classes "", ""Learn graphic arts "", ""Design skills program "", ""Visual design training "", ""Graphic design "", ""Brand elevation "", ""Artistic branding "", ""Design experts "", ""Brand identity "", ""Des "
658557ae16399c5621480525 ,Information & Communication,DeenTech ICT Hub ,"[ ""Web Design "", ""Graphic Design "", ""Sales of Computers "", ""Printers and Consumables "", ""Wedding Cards "", ""Calenders "", ""Magazines "", ""Flayers "", ""Flex banner "", ""Online web Design Training "", ""Online Computer Training "", ""Sales Of Solar Inverter System "", ""CCTV Installation "", ""Customizing of Items "", ""Souverains "", ""Web Design "" "
6585584a227098259e1eb099 ,Wholesale & Retail Trade,UkayTee Fashion World ,"[ ""Affordable vintage "", ""Crepe "", ""Chiffon "", ""Fashion designer "", ""Fabrics "", ""Chiffon materials "", ""Fabric Store near me "", ""Buy fabrics online "", ""Affordable vintage "", ""Crepe "", ""Chiffon "", ""Fashion designer "", ""Fabrics "", ""Chiffon materials "", ""Fabric Store near me "", ""Buy fabrics online ""] "
65855c72be60cf457f7429ca ,"Agriculture, Forestry & Fishing",Graceful Acres Estates ,"[ ""Agribusiness "", ""Crop Farming "", ""Livestock Farming "", ""Sustainable Agriculture "", ""Food Security "", ""Agritech "", ""Farm Management "", ""Agricultural Innovation "", ""Groprocessing "", ""Rural Development "", ""Agricultural Finance "", ""Greenhouse Farming "", ""Precision Farming "", ""Organic Farming "", ""Aquaculture "", ""Poultry Farming "", ""C "
