customer_id,clicks,impressions
5da86e71bf5dee4cf5047046 ,156 ,1145 
5da86e71bf5dee4cf5047046 ,123 ,1179 
5da86e71bf5dee4cf5047046 ,115 ,1063 
5da86e71bf5dee4cf5047046 ,75 ,805 
5da86e71bf5dee4cf5047046 ,112 ,1980 
5da86e71bf5dee4cf5047046 ,97 ,1355 
5da86e71bf5dee4cf5047046 ,203 ,1212 
5da86e71bf5dee4cf5047046 ,179 ,1270 
5da86e71bf5dee4cf5047046 ,8 ,28 
5da86e71bf5dee4cf5047046 ,109 ,1305 
5da86e71bf5dee4cf5047046 ,108 ,987 
5da86e71bf5dee4cf5047046 ,108 ,974 
5da86e71bf5dee4cf5047046 ,88 ,875 
5da86e71bf5dee4cf5047046 ,89 ,1420 
5da86e71bf5dee4cf5047046 ,109 ,1436 
5da86e71bf5dee4cf5047046 ,122 ,1329 
5da86e71bf5dee4cf5047046 ,88 ,1066 
5da86e71bf5dee4cf5047046 ,89 ,1253 
5da86e71bf5dee4cf5047046 ,4 ,47 
5da86e71bf5dee4cf5047046 ,90 ,932 
5da86e71bf5dee4cf5047046 ,96 ,926 
5da86e71bf5dee4cf5047046 ,87 ,1007 
5da86e71bf5dee4cf5047046 ,90 ,1067 
5da86e71bf5dee4cf5047046 ,82 ,1375 
5da86e71bf5dee4cf5047046 ,86 ,1141 
5da86e71bf5dee4cf5047046 ,80 ,1161 
5da86e71bf5dee4cf5047046 ,76 ,1395 
5da86e71bf5dee4cf5047046 ,106 ,1125 
5da86e71bf5dee4cf5047046 ,105 ,1141 
5da86e71bf5dee4cf5047046 ,101 ,1329 
5da86e71bf5dee4cf5047046 ,89 ,1113 
5da86e71bf5dee4cf5047046 ,80 ,1298 
5da86e71bf5dee4cf5047046 ,96 ,1148 
5da86e71bf5dee4cf5047046 ,89 ,1226 
5da86e71bf5dee4cf5047046 ,81 ,1371 
5da86e71bf5dee4cf5047046 ,45 ,551 
5da86e71bf5dee4cf5047046 ,99 ,1083 
5da86e71bf5dee4cf5047046 ,94 ,1209 
5da86e71bf5dee4cf5047046 ,92 ,1589 
5da86e71bf5dee4cf5047046 ,98 ,1226 
5da86e71bf5dee4cf5047046 ,86 ,1016 
5da86e71bf5dee4cf5047046 ,85 ,929 
5da86e71bf5dee4cf5047046 ,25 ,357 
5da86e71bf5dee4cf5047046 ,113 ,1178 
5da86e71bf5dee4cf5047046 ,79 ,1099 
5da86e71bf5dee4cf5047046 ,76 ,984 
5da86e71bf5dee4cf5047046 ,82 ,933 
5da86e71bf5dee4cf5047046 ,76 ,823 
5da86e71bf5dee4cf5047046 ,90 ,965 
5da86e71bf5dee4cf5047046 ,87 ,928 
5da86e71bf5dee4cf5047046 ,77 ,825 
5da86e71bf5dee4cf5047046 ,73 ,879 
5da86e71bf5dee4cf5047046 ,90 ,1152 
5da86e71bf5dee4cf5047046 ,89 ,1199 
5da86e71bf5dee4cf5047046 ,93 ,1120 
5da86e71bf5dee4cf5047046 ,87 ,1104 
5da86e71bf5dee4cf5047046 ,81 ,1113 
5da86e71bf5dee4cf5047046 ,84 ,1276 
5da86e71bf5dee4cf5047046 ,108 ,1459 
5da86e71bf5dee4cf5047046 ,27 ,365 
5da86e71bf5dee4cf5047046 ,62 ,702 
5da86e71bf5dee4cf5047046 ,88 ,1245 
5da86e71bf5dee4cf5047046 ,98 ,1292 
5da86e71bf5dee4cf5047046 ,91 ,1013 
5da86e71bf5dee4cf5047046 ,80 ,1083 
5da86e71bf5dee4cf5047046 ,98 ,1028 
5da86e71bf5dee4cf5047046 ,94 ,1128 
5da86e71bf5dee4cf5047046 ,95 ,1181 
5da86e71bf5dee4cf5047046 ,95 ,1343 
5da86e71bf5dee4cf5047046 ,84 ,1229 
5da86e71bf5dee4cf5047046 ,95 ,1176 
5da86e71bf5dee4cf5047046 ,92 ,998 
5da86e71bf5dee4cf5047046 ,100 ,958 
5da86e71bf5dee4cf5047046 ,102 ,1199 
5da86e71bf5dee4cf5047046 ,85 ,1093 
5da86e71bf5dee4cf5047046 ,84 ,1168 
5da86e71bf5dee4cf5047046 ,100 ,1067 
5da86e71bf5dee4cf5047046 ,102 ,1093 
5da86e71bf5dee4cf5047046 ,96 ,1204 
5da86e71bf5dee4cf5047046 ,108 ,1436 
5da86e71bf5dee4cf5047046 ,83 ,1272 
5da86e71bf5dee4cf5047046 ,73 ,1133 
5da86e71bf5dee4cf5047046 ,103 ,1097 
5da86e71bf5dee4cf5047046 ,79 ,1076 
5da86e71bf5dee4cf5047046 ,104 ,1291 
5da86e71bf5dee4cf5047046 ,100 ,1353 
5da86e71bf5dee4cf5047046 ,108 ,1241 
5da86e71bf5dee4cf5047046 ,116 ,1630 
5da86e71bf5dee4cf5047046 ,79 ,1083 
5da86e71bf5dee4cf5047046 ,98 ,1044 
5da86e71bf5dee4cf5047046 ,116 ,1165 
5da86e71bf5dee4cf5047046 ,72 ,1030 
5da86e71bf5dee4cf5047046 ,105 ,1142 
5da86e71bf5dee4cf5047046 ,99 ,1347 
5da86e71bf5dee4cf5047046 ,108 ,1140 
5da86e71bf5dee4cf5047046 ,96 ,1145 
5da86e71bf5dee4cf5047046 ,94 ,1228 
5da86e71bf5dee4cf5047046 ,105 ,1366 
5da86e71bf5dee4cf5047046 ,107 ,1360 
5da86e71bf5dee4cf5047046 ,99 ,1329 
5da86e71bf5dee4cf5047046 ,107 ,1336 
5da86e71bf5dee4cf5047046 ,87 ,1187 
5da86e71bf5dee4cf5047046 ,126 ,1163 
5da86e71bf5dee4cf5047046 ,80 ,1030 
5da86e71bf5dee4cf5047046 ,85 ,925 
5da86e71bf5dee4cf5047046 ,82 ,904 
5da86e71bf5dee4cf5047046 ,92 ,1136 
5da86e71bf5dee4cf5047046 ,76 ,989 
5da86e71bf5dee4cf5047046 ,62 ,776 
5da86e71bf5dee4cf5047046 ,67 ,887 
5da86e71bf5dee4cf5047046 ,74 ,1165 
5da86e71bf5dee4cf5047046 ,135 ,2041 
5da86e71bf5dee4cf5047046 ,143 ,1933 
5da86e71bf5dee4cf5047046 ,216 ,2360 
5da86e71bf5dee4cf5047046 ,179 ,2256 
5da86e71bf5dee4cf5047046 ,202 ,1833 
5da86e71bf5dee4cf5047046 ,148 ,1030 
5da86e71bf5dee4cf5047046 ,166 ,1266 
5da86e71bf5dee4cf5047046 ,154 ,1131 
5da86e71bf5dee4cf5047046 ,173 ,2084 
5da86e71bf5dee4cf5047046 ,155 ,2292 
5da86e71bf5dee4cf5047046 ,117 ,1246 
5da86e71bf5dee4cf5047046 ,135 ,1275 
5da86e71bf5dee4cf5047046 ,84 ,739 
5da86e71bf5dee4cf5047046 ,85 ,718 
5da86e71bf5dee4cf5047046 ,160 ,1323 
5da86e71bf5dee4cf5047046 ,155 ,1190 
5da86e71bf5dee4cf5047046 ,93 ,1124 
5da86e71bf5dee4cf5047046 ,100 ,1467 
5da86e71bf5dee4cf5047046 ,87 ,1061 
5da86e71bf5dee4cf5047046 ,84 ,1099 
5da86e71bf5dee4cf5047046 ,91 ,1083 
5da86e71bf5dee4cf5047046 ,92 ,1153 
5da86e71bf5dee4cf5047046 ,98 ,1208 
5da86e71bf5dee4cf5047046 ,90 ,1155 
5da86e71bf5dee4cf5047046 ,66 ,1003 
5da86e71bf5dee4cf5047046 ,92 ,1336 
5da86e71bf5dee4cf5047046 ,93 ,1113 
5da86e71bf5dee4cf5047046 ,92 ,1236 
5da86e71bf5dee4cf5047046 ,83 ,1236 
5da86e71bf5dee4cf5047046 ,92 ,1199 
5da86e71bf5dee4cf5047046 ,80 ,1130 
5da86e71bf5dee4cf5047046 ,88 ,1353 
5da86e71bf5dee4cf5047046 ,67 ,1134 
5da86e71bf5dee4cf5047046 ,90 ,1338 
5da86e71bf5dee4cf5047046 ,103 ,1390 
5da86e71bf5dee4cf5047046 ,95 ,1214 
5da86e71bf5dee4cf5047046 ,98 ,1372 
5da86e71bf5dee4cf5047046 ,80 ,1143 
5da86e71bf5dee4cf5047046 ,79 ,1045 
5da86e71bf5dee4cf5047046 ,82 ,1045 
5da86e71bf5dee4cf5047046 ,76 ,1022 
5da86e71bf5dee4cf5047046 ,86 ,1089 
5da86e71bf5dee4cf5047046 ,90 ,1018 
5da86e71bf5dee4cf5047046 ,82 ,1082 
5da86e71bf5dee4cf5047046 ,71 ,1040 
5da86e71bf5dee4cf5047046 ,82 ,1133 
5da86e71bf5dee4cf5047046 ,79 ,1062 
5da86e71bf5dee4cf5047046 ,56 ,944 
5da86e71bf5dee4cf5047046 ,84 ,1316 
5da86e71bf5dee4cf5047046 ,84 ,1184 
5da86e71bf5dee4cf5047046 ,80 ,1057 
5da86e71bf5dee4cf5047046 ,90 ,1225 
5da86e71bf5dee4cf5047046 ,87 ,1377 
5da86e71bf5dee4cf5047046 ,85 ,1287 
5da86e71bf5dee4cf5047046 ,96 ,1253 
5da86e71bf5dee4cf5047046 ,96 ,1336 
5da86e71bf5dee4cf5047046 ,6 ,58 
5da86e71bf5dee4cf5047046 ,62 ,1137 
5da86e71bf5dee4cf5047046 ,88 ,1296 
5da86e71bf5dee4cf5047046 ,69 ,1233 
5da86e71bf5dee4cf5047046 ,3 ,42 
5da86e71bf5dee4cf5047046 ,80 ,1138 
5da86e71bf5dee4cf5047046 ,77 ,1028 
5da86e71bf5dee4cf5047046 ,72 ,1100 
5da86e71bf5dee4cf5047046 ,93 ,1113 
5da86e71bf5dee4cf5047046 ,4 ,50 
5da86e71bf5dee4cf5047046 ,92 ,1097 
5da86e71bf5dee4cf5047046 ,88 ,1066 
5da86e71bf5dee4cf5047046 ,87 ,1027 
5da86e71bf5dee4cf5047046 ,93 ,1133 
5da86e71bf5dee4cf5047046 ,83 ,1077 
5da86e71bf5dee4cf5047046 ,81 ,1191 
5da86e71bf5dee4cf5047046 ,89 ,1049 
5da86e71bf5dee4cf5047046 ,89 ,1201 
5da86e71bf5dee4cf5047046 ,84 ,1136 
5da86e71bf5dee4cf5047046 ,89 ,1209 
5da86e71bf5dee4cf5047046 ,90 ,1171 
5da86e71bf5dee4cf5047046 ,4 ,50 
5da86e71bf5dee4cf5047046 ,98 ,1254 
5da86e71bf5dee4cf5047046 ,82 ,1167 
5da86e71bf5dee4cf5047046 ,86 ,1203 
5da86e71bf5dee4cf5047046 ,86 ,1373 
5da86e71bf5dee4cf5047046 ,85 ,1260 
5da86e71bf5dee4cf5047046 ,89 ,1311 
5da86e71bf5dee4cf5047046 ,62 ,995 
5da86e71bf5dee4cf5047046 ,76 ,1064 
5da86e71bf5dee4cf5047046 ,69 ,1116 
5da86e71bf5dee4cf5047046 ,78 ,1316 
5da86e71bf5dee4cf5047046 ,89 ,1054 
5da86e71bf5dee4cf5047046 ,56 ,840 
5da86e71bf5dee4cf5047046 ,70 ,921 
5da86e71bf5dee4cf5047046 ,78 ,1231 
5da86e71bf5dee4cf5047046 ,79 ,1371 
5da86e71bf5dee4cf5047046 ,76 ,974 
5da86e71bf5dee4cf5047046 ,81 ,1193 
5da86e71bf5dee4cf5047046 ,73 ,1075 
5da86e71bf5dee4cf5047046 ,75 ,1152 
5da86e71bf5dee4cf5047046 ,81 ,1046 
5da86e71bf5dee4cf5047046 ,87 ,1062 
5da86e71bf5dee4cf5047046 ,80 ,1256 
5da86e71bf5dee4cf5047046 ,80 ,1006 
5da86e71bf5dee4cf5047046 ,4 ,25 
5e43c29e6279884e2827d894 ,3 ,22 
5e43c29e6279884e2827d894 ,3 ,40 
5e43c29e6279884e2827d894 ,1 ,19 
5e43c29e6279884e2827d894 ,2 ,13 
5e43c29e6279884e2827d894 ,1 ,18 
5e43c29e6279884e2827d894 ,2 ,26 
5e43c29e6279884e2827d894 ,2 ,38 
5e43c29e6279884e2827d894 ,3 ,19 
5e43c29e6279884e2827d894 ,3 ,85 
5e43c29e6279884e2827d894 ,3 ,50 
5e43c29e6279884e2827d894 ,3 ,64 
5e43c29e6279884e2827d894 ,6 ,85 
5e43c29e6279884e2827d894 ,3 ,52 
5e43c29e6279884e2827d894 ,5 ,57 
5e43c29e6279884e2827d894 ,2 ,46 
5e43c29e6279884e2827d894 ,6 ,48 
5e43c29e6279884e2827d894 ,5 ,35 
5e4e7b480e374330ee151305 ,2 ,19 
5e4e7b480e374330ee151305 ,3 ,64 
5e4e7b480e374330ee151305 ,1 ,66 
5e4e7b480e374330ee151305 ,0 ,2 
5e8ad56cd4090270567b6c58 ,8 ,50 
5e8ad56cd4090270567b6c58 ,8 ,74 
5e8ad56cd4090270567b6c58 ,19 ,230 
5e8ad56cd4090270567b6c58 ,15 ,115 
5e8ad56cd4090270567b6c58 ,13 ,156 
5e8ad56cd4090270567b6c58 ,13 ,243 
5e8ad56cd4090270567b6c58 ,10 ,78 
5e8ad56cd4090270567b6c58 ,10 ,57 
5e8ad56cd4090270567b6c58 ,13 ,91 
5e8ad56cd4090270567b6c58 ,9 ,88 
5e8ad56cd4090270567b6c58 ,5 ,63 
5e8ad56cd4090270567b6c58 ,10 ,60 
5e8ad56cd4090270567b6c58 ,5 ,47 
5e8ad56cd4090270567b6c58 ,20 ,222 
5e8ad56cd4090270567b6c58 ,23 ,332 
5e8ad56cd4090270567b6c58 ,16 ,278 
5e8ad56cd4090270567b6c58 ,23 ,324 
5e8ad56cd4090270567b6c58 ,18 ,219 
5e8ad56cd4090270567b6c58 ,15 ,230 
5e8ad56cd4090270567b6c58 ,7 ,164 
5e8ad56cd4090270567b6c58 ,12 ,153 
5e8ad56cd4090270567b6c58 ,24 ,255 
5e8ad56cd4090270567b6c58 ,21 ,305 
5e8ad56cd4090270567b6c58 ,21 ,208 
5e8ad56cd4090270567b6c58 ,22 ,233 
5e8ad56cd4090270567b6c58 ,20 ,232 
5e8ad56cd4090270567b6c58 ,17 ,179 
5e8ad56cd4090270567b6c58 ,14 ,172 
5e8ad56cd4090270567b6c58 ,10 ,86 
5e8ad56cd4090270567b6c58 ,11 ,44 
5e8ad56cd4090270567b6c58 ,13 ,137 
5e8ad56cd4090270567b6c58 ,5 ,41 
5e8ad56cd4090270567b6c58 ,5 ,130 
5e8ad56cd4090270567b6c58 ,6 ,198 
5e8ad56cd4090270567b6c58 ,13 ,208 
5e8ad56cd4090270567b6c58 ,4 ,108 
5e8ad56cd4090270567b6c58 ,15 ,111 
5e8ad56cd4090270567b6c58 ,2 ,69 
5e8ad56cd4090270567b6c58 ,4 ,80 
5e8ad56cd4090270567b6c58 ,12 ,131 
5e8ad56cd4090270567b6c58 ,7 ,131 
5e8ad56cd4090270567b6c58 ,11 ,79 
5e8ad56cd4090270567b6c58 ,7 ,177 
5e8ad56cd4090270567b6c58 ,9 ,102 
5e8ad56cd4090270567b6c58 ,6 ,86 
5e8ad56cd4090270567b6c58 ,10 ,70 
5e8ad56cd4090270567b6c58 ,12 ,127 
5e8ad56cd4090270567b6c58 ,12 ,148 
5e8ad56cd4090270567b6c58 ,12 ,86 
5e8ad56cd4090270567b6c58 ,8 ,60 
5e8ad56cd4090270567b6c58 ,9 ,69 
5e8ad56cd4090270567b6c58 ,9 ,84 
5e8ad56cd4090270567b6c58 ,9 ,129 
5e8ad56cd4090270567b6c58 ,15 ,105 
5e8ad56cd4090270567b6c58 ,6 ,110 
5e8ad56cd4090270567b6c58 ,1 ,57 
5e8ad56cd4090270567b6c58 ,11 ,81 
5e8ad56cd4090270567b6c58 ,14 ,101 
5e8ad56cd4090270567b6c58 ,11 ,128 
5e8ad56cd4090270567b6c58 ,10 ,105 
5e8ad56cd4090270567b6c58 ,13 ,140 
5e8ad56cd4090270567b6c58 ,9 ,63 
5e8ad56cd4090270567b6c58 ,6 ,35 
5e8ad56cd4090270567b6c58 ,8 ,91 
5e8ad56cd4090270567b6c58 ,15 ,109 
5e8ad56cd4090270567b6c58 ,8 ,133 
5e8ad56cd4090270567b6c58 ,13 ,113 
5e8ad56cd4090270567b6c58 ,15 ,176 
5e8ad56cd4090270567b6c58 ,6 ,151 
5e8ad56cd4090270567b6c58 ,24 ,220 
5e8ad56cd4090270567b6c58 ,8 ,104 
5e8ad56cd4090270567b6c58 ,6 ,120 
5e8ad56cd4090270567b6c58 ,18 ,242 
5e8ad56cd4090270567b6c58 ,29 ,288 
5e8ad56cd4090270567b6c58 ,13 ,158 
5e8ad56cd4090270567b6c58 ,8 ,123 
5e8ad56cd4090270567b6c58 ,14 ,277 
5e8ad56cd4090270567b6c58 ,18 ,313 
5e8ad56cd4090270567b6c58 ,21 ,264 
5e8ad56cd4090270567b6c58 ,9 ,166 
5e8ad56cd4090270567b6c58 ,6 ,103 
5e8ad56cd4090270567b6c58 ,24 ,214 
5e8ad56cd4090270567b6c58 ,20 ,262 
5e8ad56cd4090270567b6c58 ,17 ,190 
5e8ad56cd4090270567b6c58 ,23 ,220 
5e8ad56cd4090270567b6c58 ,16 ,177 
5e8ad56cd4090270567b6c58 ,12 ,142 
5e8ad56cd4090270567b6c58 ,21 ,155 
5e8ad56cd4090270567b6c58 ,22 ,200 
5e8ad56cd4090270567b6c58 ,20 ,195 
5e8ad56cd4090270567b6c58 ,20 ,198 
5e8ad56cd4090270567b6c58 ,12 ,194 
5e8ad56cd4090270567b6c58 ,3 ,162 
5e8ad56cd4090270567b6c58 ,22 ,330 
5e8ad56cd4090270567b6c58 ,23 ,535 
5e8ad56cd4090270567b6c58 ,18 ,359 
5e8ad56cd4090270567b6c58 ,20 ,277 
5e8ad56cd4090270567b6c58 ,23 ,271 
5e8ad56cd4090270567b6c58 ,21 ,272 
5e8ad56cd4090270567b6c58 ,21 ,286 
5e8ad56cd4090270567b6c58 ,12 ,142 
5e8ad56cd4090270567b6c58 ,2 ,98 
5e8ad56cd4090270567b6c58 ,25 ,240 
5e8ad56cd4090270567b6c58 ,23 ,331 
5e8ad56cd4090270567b6c58 ,19 ,229 
5e8ad56cd4090270567b6c58 ,16 ,136 
5e8ad56cd4090270567b6c58 ,1 ,36 
5e8ad56cd4090270567b6c58 ,5 ,102 
5e8ad56cd4090270567b6c58 ,33 ,557 
5e8ad56cd4090270567b6c58 ,34 ,487 
5e8ad56cd4090270567b6c58 ,31 ,539 
5e8ad56cd4090270567b6c58 ,22 ,407 
5e8ad56cd4090270567b6c58 ,24 ,363 
5e8ad56cd4090270567b6c58 ,14 ,263 
5e8ad56cd4090270567b6c58 ,10 ,206 
5e8ad56cd4090270567b6c58 ,12 ,150 
5e8ad56cd4090270567b6c58 ,16 ,237 
5e8ad56cd4090270567b6c58 ,17 ,196 
5e8ad56cd4090270567b6c58 ,18 ,330 
5e8ad56cd4090270567b6c58 ,9 ,287 
5e8ad56cd4090270567b6c58 ,23 ,539 
5e8ad56cd4090270567b6c58 ,16 ,288 
5e8ad56cd4090270567b6c58 ,20 ,384 
5e8ad56cd4090270567b6c58 ,19 ,416 
5e8ad56cd4090270567b6c58 ,22 ,418 
5e8ad56cd4090270567b6c58 ,6 ,306 
5e8ad56cd4090270567b6c58 ,16 ,285 
5e8ad56cd4090270567b6c58 ,15 ,294 
5e8ad56cd4090270567b6c58 ,15 ,468 
5e8ad56cd4090270567b6c58 ,18 ,203 
5e8ad56cd4090270567b6c58 ,23 ,437 
5e8ad56cd4090270567b6c58 ,1 ,17 
5e8ad56cd4090270567b6c58 ,20 ,239 
5e8ad56cd4090270567b6c58 ,13 ,221 
5e8ad56cd4090270567b6c58 ,32 ,546 
5e8ad56cd4090270567b6c58 ,28 ,300 
5e8ad56cd4090270567b6c58 ,17 ,348 
5e8ad56cd4090270567b6c58 ,28 ,142 
5e8ad56cd4090270567b6c58 ,22 ,254 
5e8ad56cd4090270567b6c58 ,1 ,8 
5e8ad56cd4090270567b6c58 ,9 ,133 
5e8ad56cd4090270567b6c58 ,15 ,245 
5e8ad56cd4090270567b6c58 ,18 ,388 
5e8ad56cd4090270567b6c58 ,15 ,388 
5e8ad56cd4090270567b6c58 ,15 ,255 
5e8ad56cd4090270567b6c58 ,14 ,320 
5e8ad56cd4090270567b6c58 ,22 ,204 
5e8ad56cd4090270567b6c58 ,20 ,361 
5e8ad56cd4090270567b6c58 ,20 ,278 
5e8ad56cd4090270567b6c58 ,16 ,291 
5e8ad56cd4090270567b6c58 ,25 ,346 
5e8ad56cd4090270567b6c58 ,10 ,288 
5e8ad56cd4090270567b6c58 ,17 ,483 
5e8ad56cd4090270567b6c58 ,16 ,364 
5e8ad56cd4090270567b6c58 ,18 ,413 
5e8ad56cd4090270567b6c58 ,1 ,15 
5e8ad56cd4090270567b6c58 ,21 ,268 
5e8ad56cd4090270567b6c58 ,22 ,241 
5e8ad56cd4090270567b6c58 ,18 ,219 
5e8ad56cd4090270567b6c58 ,20 ,218 
5e8ad56cd4090270567b6c58 ,12 ,123 
5e8ad56cd4090270567b6c58 ,10 ,103 
5e8ad56cd4090270567b6c58 ,18 ,227 
5e8ad56cd4090270567b6c58 ,13 ,115 
5e8ad56cd4090270567b6c58 ,15 ,278 
5e8ad56cd4090270567b6c58 ,14 ,187 
5e8ad56cd4090270567b6c58 ,17 ,214 
5e8ad56cd4090270567b6c58 ,17 ,265 
5e8ad56cd4090270567b6c58 ,7 ,150 
5e8ad56cd4090270567b6c58 ,19 ,180 
5e8ad56cd4090270567b6c58 ,13 ,194 
5e8ad56cd4090270567b6c58 ,21 ,258 
5e8ad56cd4090270567b6c58 ,22 ,255 
5e8ad56cd4090270567b6c58 ,25 ,220 
5e8ad56cd4090270567b6c58 ,20 ,167 
5e8ad56cd4090270567b6c58 ,17 ,158 
5e8ad56cd4090270567b6c58 ,14 ,173 
5e8ad56cd4090270567b6c58 ,15 ,218 
5e8ad56cd4090270567b6c58 ,24 ,218 
5e8ad56cd4090270567b6c58 ,17 ,219 
5e8ad56cd4090270567b6c58 ,16 ,194 
5e8ad56cd4090270567b6c58 ,21 ,277 
5e8ad56cd4090270567b6c58 ,27 ,226 
5e8ad56cd4090270567b6c58 ,16 ,265 
5e8ad56cd4090270567b6c58 ,17 ,225 
5e8ad56cd4090270567b6c58 ,18 ,251 
5e8ad56cd4090270567b6c58 ,13 ,309 
5e8ad56cd4090270567b6c58 ,14 ,265 
5e8ad56cd4090270567b6c58 ,14 ,179 
5e8ad56cd4090270567b6c58 ,14 ,180 
5e8ad56cd4090270567b6c58 ,6 ,114 
5e8ad56cd4090270567b6c58 ,5 ,116 
5e8ad56cd4090270567b6c58 ,18 ,368 
5e8ad56cd4090270567b6c58 ,23 ,348 
5e8ad56cd4090270567b6c58 ,17 ,354 
5e8ad56cd4090270567b6c58 ,23 ,464 
5e8ad56cd4090270567b6c58 ,21 ,402 
5e8ad56cd4090270567b6c58 ,22 ,391 
5e8ad56cd4090270567b6c58 ,18 ,490 
5e8ad56cd4090270567b6c58 ,24 ,385 
5e8ad56cd4090270567b6c58 ,27 ,472 
5e8ad56cd4090270567b6c58 ,23 ,457 
5e8ad56cd4090270567b6c58 ,15 ,304 
5e8ad56cd4090270567b6c58 ,12 ,280 
5e8ad56cd4090270567b6c58 ,14 ,244 
5e8ad56cd4090270567b6c58 ,10 ,230 
5e8ad56cd4090270567b6c58 ,11 ,219 
5e8ad56cd4090270567b6c58 ,3 ,165 
5e8ad56cd4090270567b6c58 ,19 ,298 
5e8ad56cd4090270567b6c58 ,30 ,353 
5e8ad56cd4090270567b6c58 ,28 ,427 
5e8ad56cd4090270567b6c58 ,22 ,289 
5e8ad56cd4090270567b6c58 ,24 ,365 
5e8ad56cd4090270567b6c58 ,23 ,169 
5e8ad56cd4090270567b6c58 ,13 ,187 
5e8ad56cd4090270567b6c58 ,10 ,115 
5e8ad56cd4090270567b6c58 ,21 ,227 
5e8ad56cd4090270567b6c58 ,21 ,231 
